file,line,type,message
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\utils\SauronJobMetricsCollector.js",44,"CONSOLE_USAGE","console.warn() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\utils\SauronReportIntegrityVerifier.js",110,"CONSOLE_USAGE","console.error() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\utils\SauronScanExporter.js",229,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\OperationalHealthChecker.js",1,"CONSOLE_USAGE_SUMMARY","51 console statements detected (showing first 10)"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\OperationalHealthChecker.js",38,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\OperationalHealthChecker.js",39,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\OperationalHealthChecker.js",76,"CONSOLE_USAGE","console.error() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\OperationalHealthChecker.js",86,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\OperationalHealthChecker.js",111,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\OperationalHealthChecker.js",120,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\OperationalHealthChecker.js",130,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\OperationalHealthChecker.js",147,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\OperationalHealthChecker.js",151,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\OperationalHealthChecker.js",155,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\utils\SauronSecurePipelineSummarizer.js",23,"CONSOLE_USAGE","console.warn() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\utils\SauronSecurePipelineSummarizer.js",52,"CONSOLE_USAGE","console.error() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\utils\SauronSecurePipelineSummarizer.js",188,"CONSOLE_USAGE","console.error() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\utils\SauronSecurePipelineSummarizer.js",202,"CONSOLE_USAGE","console.error() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\sauron-cli.mjs",1,"TRAILING_SUMMARY","24 total trailing issues detected (showing first 10)"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\sauron-cli.mjs",1,"CONSOLE_USAGE_SUMMARY","46 console statements detected (showing first 10)"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\sauron-cli.mjs",20,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\sauron-cli.mjs",23,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\sauron-cli.mjs",25,"TRAILING_SPACE","Trailing space detected at end of line 25"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\sauron-cli.mjs",28,"TRAILING_SPACE","Trailing space detected at end of line 28"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\sauron-cli.mjs",30,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\sauron-cli.mjs",32,"TRAILING_SPACE","Trailing space detected at end of line 32"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\sauron-cli.mjs",42,"TRAILING_SPACE","Trailing space detected at end of line 42"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\sauron-cli.mjs",44,"TRAILING_SPACE","Trailing space detected at end of line 44"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\sauron-cli.mjs",46,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\sauron-cli.mjs",48,"TRAILING_SPACE","Trailing space detected at end of line 48"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\sauron-cli.mjs",51,"TRAILING_SPACE","Trailing space detected at end of line 51"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\sauron-cli.mjs",53,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\sauron-cli.mjs",55,"TRAILING_SPACE","Trailing space detected at end of line 55"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\sauron-cli.mjs",60,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\sauron-cli.mjs",63,"TRAILING_SPACE","Trailing space detected at end of line 63"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\sauron-cli.mjs",66,"TRAILING_SPACE","Trailing space detected at end of line 66"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\sauron-cli.mjs",69,"CONSOLE_USAGE","console.error() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\sauron-cli.mjs",72,"CONSOLE_USAGE","console.error() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\sauron-cli.mjs",95,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\sauron-cli.mjs",98,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\structure-mapper.cjs",1,"CONSOLE_USAGE_SUMMARY","21 console statements detected (showing first 10)"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\structure-mapper.cjs",48,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\structure-mapper.cjs",49,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\structure-mapper.cjs",50,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\structure-mapper.cjs",70,"CONSOLE_USAGE","console.error() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\structure-mapper.cjs",169,"CONSOLE_USAGE","console.error() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\structure-mapper.cjs",198,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\structure-mapper.cjs",201,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\structure-mapper.cjs",246,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\structure-mapper.cjs",247,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\structure-mapper.cjs",250,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\core\EyeOfSauronOmniscient.js",29,"TRAILING_SPACE","Trailing space detected at end of line 29"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\core\EyeOfSauronOmniscient.js",37,"TRAILING_SPACE","Trailing space detected at end of line 37"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\core\EyeOfSauronOmniscient.js",41,"TRAILING_SPACE","Trailing space detected at end of line 41"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\core\EyeOfSauronOmniscient.js",51,"TRAILING_SPACE","Trailing space detected at end of line 51"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\core\EyeOfSauronOmniscient.js",58,"TRAILING_SPACE","Trailing space detected at end of line 58"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\core\EyeOfSauronOmniscient.js",199,"CONSOLE_USAGE","console.warn() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\core\EyeOfSauronOmniscient.js",209,"CONSOLE_USAGE","console.warn() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\core\EyeOfSauronOmniscient.js",219,"CONSOLE_USAGE","console.warn() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\core\EyeOfSauronOmniscient.js",273,"TRAILING_SPACE","Trailing space detected at end of line 273"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\core\EyeOfSauronOmniscient.js",277,"TRAILING_SPACE","Trailing space detected at end of line 277"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\core\EyeOfSauronOmniscient.js",280,"TRAILING_SPACE","Trailing space detected at end of line 280"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\core\EyeOfSauronOmniscient.js",289,"TRAILING_SPACE","Trailing space detected at end of line 289"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\core\EyeOfSauronOmniscient.js",292,"TRAILING_SPACE","Trailing space detected at end of line 292"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\core\SauronPluginManager.js",85,"CONSOLE_USAGE","console.error() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\utils\SauronDataSanitizer.js",101,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\utils\SauronDataSanitizer.js",103,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\utils\SauronDataSanitizer.js",106,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\utils\SauronDataSanitizer.js",111,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\utils\SauronDataSanitizer.js",113,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\utils\SauronDataSanitizer.js",451,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\utils\SauronDataSanitizer.js",455,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\utils\SauronPerformanceProfiler.js",41,"CONSOLE_USAGE","console.warn() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\utils\SauronPerformanceProfiler.js",138,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\utils\SauronPerformanceProfiler.js",158,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\utils\SauronPerformanceProfiler.js",162,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\utils\SauronPerformanceProfiler.js",164,"CONSOLE_USAGE","console.error() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\utils\SauronPerformanceProfiler.js",177,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\utils\SauronPerformanceProfiler.js",192,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\utils\SauronPerformanceProfiler.js",195,"CONSOLE_USAGE","console.error() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\performance\BatchProcessor.js",29,"TRAILING_SPACE","Trailing space detected at end of line 29"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\performance\BatchProcessor.js",39,"TRAILING_SPACE","Trailing space detected at end of line 39"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\utils\SauronSecurePipelineValidator.js",160,"CONSOLE_USAGE","console.error() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\SauronCore.js",68,"CONSOLE_USAGE","console.error() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\SauronCore.js",230,"CONSOLE_USAGE","console.error() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\SauronCore.js",338,"CONSOLE_USAGE","console.warn() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\SauronCore.js",351,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\testing\example-before-after.js",16,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\testing\example-before-after.js",27,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\testing\example-before-after.js",39,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\testing\example-before-after.js",43,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\testing\example-before-after.js",96,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\core\ScanPolicyManager.js",182,"CONSOLE_USAGE","console.warn() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\serve-ui.mjs",21,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\utils\TechnicalDebtCalculator.js",154,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\utils\SauronAlertNotifier.js",23,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\utils\SauronAlertNotifier.js",30,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\utils\SauronAlertNotifier.js",203,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\utils\SauronAlertNotifier.js",206,"CONSOLE_USAGE","console.error() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\utils\SauronAlertNotifier.js",213,"CONSOLE_USAGE","console.error() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\utils\SauronAlertNotifier.js",219,"CONSOLE_USAGE","console.error() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\utils\SauronAlertNotifier.js",227,"CONSOLE_USAGE","console.error() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\core\KaizenSettingsPanel.js",37,"CONSOLE_USAGE","console.warn() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\core\KaizenSettingsPanel.js",43,"CONSOLE_USAGE","console.warn() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\core\KaizenSettingsPanel.js",58,"CONSOLE_USAGE","console.warn() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\core\KaizenSettingsPanel.js",99,"CONSOLE_USAGE","console.warn() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\core\KaizenSettingsPanel.js",145,"CONSOLE_USAGE","console.warn() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\core\KaizenSettingsPanel.js",159,"CONSOLE_USAGE","console.warn() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\core\KaizenSettingsPanel.js",174,"CONSOLE_USAGE","console.warn() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\utils\SauronDependencyGraph.js",124,"CONSOLE_USAGE","console.warn() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\utils\SauronDependencyGraph.js",208,"CONSOLE_USAGE","console.warn() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\utils\SauronDependencyGraph.js",300,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\utils\SauronDependencyGraph.js",301,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\utils\SauronDependencyGraph.js",343,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\utils\SauronDependencyGraph.js",344,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\utils\SauronDependencyGraph.js",362,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\utils\SauronDependencyGraph.js",363,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\utils\SauronReportRestorer.js",59,"CONSOLE_USAGE","console.error() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\utils\SauronReportRestorer.js",74,"CONSOLE_USAGE","console.error() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\utils\SauronReportRestorer.js",94,"CONSOLE_USAGE","console.error() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\reporters\OmniReporterFormatter.js",20,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\utils\SauronSecurityPolicyEnforcer.js",101,"CONSOLE_USAGE","console.error() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\utils\SauronSecurityPolicyEnforcer.js",140,"CONSOLE_USAGE","console.warn() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\utils\SauronSecurityPolicyEnforcer.js",174,"CONSOLE_USAGE","console.error() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\server\SauronAPI.js",1,"CONSOLE_USAGE_SUMMARY","23 console statements detected (showing first 10)"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\server\SauronAPI.js",271,"CONSOLE_USAGE","console.error() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\server\SauronAPI.js",291,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\server\SauronAPI.js",292,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\server\SauronAPI.js",293,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\server\SauronAPI.js",294,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\server\SauronAPI.js",295,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\server\SauronAPI.js",296,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\server\SauronAPI.js",297,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\server\SauronAPI.js",298,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\server\SauronAPI.js",299,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\testing\SauronTestHarness.js",57,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\testing\SauronTestHarness.js",71,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\testing\SauronTestHarness.js",90,"CONSOLE_USAGE","console.error() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\testing\SauronTestHarness.js",125,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\testing\SauronTestHarness.js",164,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\testing\SauronTestHarness.js",172,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\testing\SauronTestHarness.js",231,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\core\KaizenSnapshot.js",59,"CONSOLE_USAGE","console.error() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\core\KaizenSnapshot.js",79,"CONSOLE_USAGE","console.warn() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\core\KaizenSnapshot.js",92,"CONSOLE_USAGE","console.warn() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\core\KaizenSnapshot.js",94,"CONSOLE_USAGE","console.error() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\core\KaizenSnapshot.js",96,"CONSOLE_USAGE","console.error() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\utils\SauronAnomalyDetector.js",55,"CONSOLE_USAGE","console.error() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\utils\SauronAnomalyDetector.js",93,"CONSOLE_USAGE","console.error() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\utils\SauronReportArchiver.js",53,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\utils\SauronReportArchiver.js",56,"CONSOLE_USAGE","console.error() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\utils\SauronReportArchiver.js",83,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\utils\SauronReportArchiver.js",113,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\utils\SauronTelemetryReporter.js",19,"CONSOLE_USAGE","console.warn() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\utils\SauronTelemetryReporter.js",110,"CONSOLE_USAGE","console.error() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\utils\SauronTelemetryReporter.js",151,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\utils\SauronTelemetryReporter.js",158,"CONSOLE_USAGE","console.error() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\utils\WebhookNotifier.js",126,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\core\OneClickHealing.js",18,"SMART_QUOTE","Smart quote DOUBLE_LOW_9_QUOTE detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\core\OneClickHealing.js",19,"SMART_QUOTE","Smart quote SINGLE_LOW_9_QUOTE detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\core\OneClickHealing.js",35,"SMART_QUOTE","Smart quote DOUBLE_LOW_9_QUOTE detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\core\OneClickHealing.js",36,"SMART_QUOTE","Smart quote SINGLE_LOW_9_QUOTE detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\debug-pattern.js",3,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\debug-pattern.js",6,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\debug-pattern.js",7,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\debug-pattern.js",8,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\utils\SauronReportCompressor.js",131,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\utils\SauronThreatCorrelator.js",173,"CONSOLE_USAGE","console.warn() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\utils\SauronThreatCorrelator.js",223,"CONSOLE_USAGE","console.warn() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\utils\SauronThreatCorrelator.js",283,"CONSOLE_USAGE","console.warn() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\utils\SauronThreatCorrelator.js",313,"CONSOLE_USAGE","console.warn() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\utils\SauronThreatCorrelator.js",525,"CONSOLE_USAGE","console.error() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\utils\SauronScanSessionManager.js",136,"CONSOLE_USAGE","console.warn() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\utils\SauronScanSessionManager.js",170,"CONSOLE_USAGE","console.error() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\server.js",1,"CONSOLE_USAGE_SUMMARY","13 console statements detected (showing first 10)"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\server.js",109,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\server.js",117,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\server.js",132,"CONSOLE_USAGE","console.error() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\server.js",146,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\server.js",149,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\server.js",152,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\server.js",155,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\server.js",161,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\server.js",165,"CONSOLE_USAGE","console.log() detected"
"C:\Users\DKdKe\OneDrive\Desktop\T-App\eye-of-sauron\server.js",173,"CONSOLE_USAGE","console.log() detected"
